PotenciaMaximaRed,PotenciaMinimaRed,PotenciaMaximaRed_R,PotenciaMaximaRed_S,PotenciaMaximaRed_T,PotenciaMinimaRed_R,PotenciaMinimaRed_S,PotenciaMinimaRed_T
500.00,-500.00,166.67,166.67,166.67,-166.67,-166.67,-166.67
PotenciaMaximaEstacionesCarga
1,50.00
2,50.00
3,50.00
4,50.00
5,50.00
6,50.00
7,50.00
8,50.00
9,50.00
10,50.00
11,50.00
12,50.00
