Variable Sistema,Maxima Potencia Electrolinera Red,Maxima Potencia Terminal 1 Kwh,Maxima Potencia Terminal 2 kWh,Maxima Potencia Terminal 3 kWh,Maxima Potencia Terminal 4 kWh,Maxima Potencia Terminal 5 kWh,Maxima Potencia Terminal 6 kWh,Maxima Potencia Terminal 7 kWh,Maxima Potencia Terminal 8 kWh,Maxima Potencia Terminal 9 kWh,Maxima Potencia Terminal 10 kWh,Maxima Potencia Terminal 11 kWh,Maxima Potencia Terminal 12 kWh
Valor,500,50,50,50,50,50,50,50,50,50,50,50,50
